ID;Название;Тип;Автор;Автор (ФИО);Возрастное ограничение на книгу;Дата поступления;Цена поступления;Кол-во выдач;Дата списания книги;Инвентарный номер;Выдана до;Жанр книги
119029;Повелитель мух;Электронный текст;Уильям Голдинг;Голдинг Уильям;12;05.07.2014 10:08;59.9;22;;202335045;;#зарубежная классика# литература 20 века
7158891;Поверь своим глазам;Электронный текст;Линвуд Баркли;Баркли Линвуд;16;14.04.2018 12:00;164;2;;1052696138;;#зарубежные детективы# современные детективы
171969;Повести Белкина;Электронный текст;Александр Пушкин;Пушкин Александр Сергеевич;6;28.10.2014 18:54;0;2;;242362518;;#литература 19 века# русская классика
175102;Повести и рассказы;Аудиокнига;Александр Куприн;Куприн Александр Иванович;6;10.07.2014 13:07;99;5;;203673702;;#классическая проза
11311023;Повести и рассказы;Электронный текст;Николай Лесков;Лесков Николай Семёнович;16;12.10.2015 16:39;29;4;;376090531;;#духовная литература# русская классика
174978;Повести и рассказы;Аудиокнига;Иван Бунин;Бунин Иван Алексеевич;0;25.04.2016 16:01;149;1;;507269154;;#классическая проза# русская классика
617915;Повесть временных лет;Электронный текст;Летописец Нестор;Летописец Нестор;0;10.02.2018 10:35;59.9;2;;994509486;;#древнерусская литература# хронология
175844;Повесть из римской жизни;Электронный текст;Александр Пушкин;Пушкин Александр Сергеевич;12;04.06.2020 16:32;0;0;;2189576069;;#литература 19 века# русская классика
3489255;Повесть о Петре и Февронии (Отрывок);Электронный текст;Эпосы, легенды и сказания;Эпосы, легенды и сказания;6;06.07.2017 21:54;0;1;;824044022;;#древнерусская литература# список школьной литературы 5-6 класс
119795;Повесть о настоящем человеке;Электронный текст;Борис Полевой;Полевой Борис;12;22.03.2015 12:32;54.99;1;;303346071;;#книги о войне# советская литература
318122;Повесть о том, как один мужик двух генералов прокормил;Электронный текст;Михаил Салтыков-Щедрин;Салтыков-Щедрин Михаил Евграфович;12;14.06.2017 13:22;0;2;;806894894;;#литература 19 века# русская классика# сказки# список школьной литературы 7-8 класс
8913183;Повод для знакомства;Электронный текст;Мария Воронова;Воронова Мария Владимировна;16;25.11.2015 11:58;59.9;20;;398794357;;#современные любовные романы
138628;Поводыри на распутье;Электронный текст;Вадим Панов;Панов Вадим Юрьевич;16;12.05.2015 9:11;99.9;0;;318515593;;#киберпанк
19967549;Повторим нашу встречу;Электронный текст;Кейтлин Крюс;Крюс Кейтлин;16;27.09.2016 9:22;59.9;2;;607055888;;#зарубежные любовные романы# короткие любовные романы
20638420;Повторите, пожалуйста, марш Мендельсона (сборник);Электронный текст;Ариадна Борисова;Борисова Ариадна Валентиновна;16;23.09.2016 10:35;149;1;;604735819;;#легкая проза
8380941;Повторный брак;Электронный текст;Олег Рой;Рой Олег Юрьевич;16;02.12.2014 9:02;109.9;7;;254721821;;#легкая проза# современная русская литература
5020427;Повышение финансовой грамотности населения: международный опыт и российская практика;Электронный текст;Д. Н. Демидов;Демидов Дмитрий Николаевич;0;07.05.2016 10:49;200;1;;515912118;;#банковское дело# просто о бизнесе
40844296;Погадай на жениха, ведьма!;Электронный текст;Александра Черчень;Черчень Александра;16;29.12.2020 9:23;69;8;;2395078845;19.11.2021 23:59;#любовное фэнтези# юмористическое фэнтези
134823;Пограничная река;Электронный текст;Артем Каменистый;Каменистый Артем;16;29.12.2017 11:46;139;4;;949680286;;#боевая фантастика# научная фантастика# попаданцы
17033714;Погребенный великан;Электронный текст;Кадзуо Исигуро;Исигуро Кадзуо;16;07.10.2017 12:11;249;13;;883924932;;#современная зарубежная литература
4387285;Под Куполом;Электронный текст;Стивен Кинг;Кинг Стивен ;12;03.11.2016 11:00;249;8;;629614993;;#зарубежная фантастика# социальная фантастика
4387285;Под Куполом;Электронный текст;Стивен Кинг;Кинг Стивен ;12;16.08.2014 10:20;189.9;13;;216392681;;#зарубежная фантастика# социальная фантастика
125589;Под Южным крестом;Электронный текст;Луи Буссенар;Буссенар Луи Анри;12;09.12.2017 20:27;0;1;;931473642;;#зарубежные приключения# литература 19 века# морские приключения
6648928;Под защитой высших сил;Электронный текст;Евгения Горская;Горская Евгения;16;11.06.2014 11:56;69.9;2;;195327369;;#современные детективы
6658215;Под знаком Z (сборник);Электронный текст;Динара Касмасова;Касмасова Динара;16;11.11.2017 10:19;149;3;;908942369;;#боевая фантастика# мистика# социальная фантастика
7384847;Под знаком Близнецов;Электронный текст;Марина Серова;Серова Марина Сергеевна;16;25.07.2014 14:37;33.99;2;;208212512;;#современные детективы
11634278;Под крылом дракона;Электронный текст;Терри Лу;Лу Терри;16;04.12.2015 9:09;109;3;;403577212;;#городское фэнтези# любовное фэнтези# фэнтези про драконов
8658034;Под маской долга;Электронный текст;Галина Долгова;Долгова Галина Александровна;16;21.11.2016 10:30;129;1;;641242332;;#героическое фэнтези# книги про волшебников
22168475;Под моей кожей;Электронный текст;Мэлоди Элен Брайт;Брайт Мэлоди Элен;18;27.11.2017 12:03;188;9;;921445279;;#современные любовные романы# эротические романы
2453795;Под парусом в одиночку вокруг света. Первое одиночное, безостановочное, кругосветное плавание на парусной яхте;Электронный текст;Робин Нокс-Джонстон;Нокс-Джонстон Робин;12;11.02.2014 18:23;150;0;;167295979;;#зарубежная прикладная литература# зарубежная публицистика# зарубежные приключения# книги о путешествиях
20535566;Под стеклянным колпаком;Электронный текст;Сильвия Плат;Плат Сильвия;18;27.10.2016 12:49;149;4;;625432446;;#зарубежная классика# литература 20 века
9371565;Под тенью Сатурна. Мужские психические травмы и их исцеление;Электронный текст;Джеймс Холлис;Холлис Джеймс ;16;29.04.2015 8:21;180;3;;315018994;;#зарубежная психология# психоанализ# психологическая консультация# психотерапия# саморазвитие / личностный рост
36620065;Под турецким небом;Электронный текст;Алиона Хильт;Хильт Алиона Игоревна;16;27.11.2018 13:11;219;5;;1334700086;;#истории из жизни# современные любовные романы
28072819;Под тэгом #НЕСТАРЕТЬ;Электронный текст;Алена Пиронко;Пиронко Алена;16;03.03.2018 17:13;99.9;3;;1016172187;;#возрастная психология# здоровье
24310112;Подари мне пламя. Чернильная Мышь;Электронный текст;Дана Арнаутова;Арнаутова Дана;18;25.04.2018 14:51;159;4;;1062557084;;#городское фэнтези# любовное фэнтези# эротическое фэнтези
21614968;Подари мне себя;Электронный текст;Кейт Хьюит;Хьюит Кейт;16;09.01.2017 10:38;59.9;2;;675628886;;#зарубежные любовные романы# короткие любовные романы
144511;Подарок;Электронный текст;Рэй Брэдбери;Брэдбери Рэй Дуглас;16;11.10.2017 13:55;29.95;1;;886741286;;#зарубежная фантастика# классика фантастики# научная фантастика
12962843;Подарок богини;Электронный текст;Антонина Истомина;Истомина Антонина;18;11.09.2020 11:31;129;1;;2289931911;;#любовное фэнтези# попаданцы
65507561;Подарок богини зимы, или Стукнутый в голову инопришеленец;Электронный текст;Милена Завойчинская;Завойчинская Милена Валерьевна;16;21.07.2021 11:39;129;7;;2583963042;27.11.2021 23:59;#любовное фэнтези# попаданцы# юмористическое фэнтези
8687206;Подарок от кота Боба. Как уличный кот помог человеку полюбить Рождество;Электронный текст;Джеймс Боуэн;Боуэн Джеймс;12;10.10.2016 10:24;149;5;;615180300;;#домашние животные# истории из жизни# легкая проза
27449028;Подвал;Электронный текст;Наташа Престон;Престон Наташа;18;24.07.2018 14:04;199;2;;1137820331;;#зарубежные детективы# триллеры
11282675;Подвенечный саван;Электронный текст;Галина Романова;Романова Галина Владимировна;16;06.10.2015 10:12;119;4;;372940431;;#остросюжетные любовные романы# современные детективы
8367766;Подвеска Кончиты;Электронный текст;Анна Князева;Князева Анна;16;01.08.2017 9:01;129;5;;839635132;;#современные детективы
11034734;Подвиги Рокамболя, или Драмы Парижа;Электронный текст;Понсон дю Террайль;Террайль Понсон дю;16;25.11.2015 9:41;88;2;;398749954;;#исторические детективы# исторические приключения
3849775;Поделки из бисера;PDF-книга;Виктор Зайцев;Зайцев Виктор Борисович;0;25.02.2014 10:18;33.99;0;;169551277;;#книги для детей# сделай сам
130460;Подземелье ведьм;Электронный текст;Кир Булычев;Булычев Кир;6;04.01.2017 11:48;199;2;;672054818;;#детская фантастика# научная фантастика
133672;Подземка;Электронный текст;Харуки Мураками;Мураками Харуки ;16;02.06.2017 16:25;149;2;;796468433;;#документальная литература# зарубежная публицистика# публицистика
4567816;Подкидыш;Электронный текст;Аманда Хокинг;Хокинг Аманда;16;17.07.2014 11:25;119.9;0;;205357939;;#зарубежное фэнтези
18484957;Подкова для летучей мыши;Электронный текст;Марина Серова;Серова Марина Сергеевна;16;01.11.2017 13:40;99.9;1;;902024446;;#современные детективы
17181971;Подмены;Электронный текст;Григорий Ряжский;Ряжский Григорий Викторович;18;11.03.2016 16:44;149;3;;473815431;;#современная русская литература
6495449;Поднимая планку. Как работать эффективнее, мыслить масштабнее;Электронный текст;Джейсон Вумек;Вумек Джейсон;12;20.02.2014 12:39;269;7;;168813317;;#зарубежная деловая литература# зарубежная психология# личная эффективность# практическая психология# саморазвитие / личностный рост
8437011;Поднимаясь ко мне;Электронный текст;Мишель Лейтон;Лейтон Мишель;18;08.10.2016 10:10;129;1;;613855044;;#зарубежные любовные романы# остросюжетные любовные романы# эротические романы
10415937;Поднимите свой финансовый IQ;Электронный текст;Роберт Кийосаки;Кийосаки Роберт Тору;16;02.02.2016 10:02;239;3;;444814386;;#зарубежная деловая литература# личные финансы# просто о бизнесе# ценные бумаги / инвестиции
6604232;Подруга для мага;Электронный текст;Вера Чиркова;Чиркова Вера Андреевна;12;17.05.2014 17:50;69.9;3;;188317618;;#книги про волшебников# любовное фэнтези
7003101;Подслушано. Все, что вы хотели знать об окружающих, но боялись спросить;Электронный текст;Сборник;Сборник;18;17.06.2014 10:27;89.9;0;;197046727;;#развлечения# современная русская литература# юмористическая проза
4368285;Подснежники;Электронный текст;Эндрю Д. Миллер;Миллер Эндрю Д.;16;21.05.2014 10:50;119.9;0;;189152914;;#современная зарубежная литература
147579;Подсознание может всё!;Электронный текст;Джон Кехо;Кехо Джон;16;06.11.2020 9:37;299;19;;2341999658;;#практическая эзотерика# эзотерика / оккультизм
147579;Подсознание может всё!;Электронный текст;Джон Кехо;Кехо Джон;16;13.06.2017 16:57;159;25;02.11.2019 0:24;806319926;;#практическая эзотерика# эзотерика / оккультизм
6037306;Подстрочник. Жизнь Лилианны Лунгиной, рассказанная ею в фильме Олега Дормана;Электронный текст;Олег Дорман;Дорман Олег Вениаминович;12;08.12.2016 9:00;299;4;;653114873;;#биографии и мемуары
5316355;Подход к организации адаптивной системы управления обучением на основе использования информационных технологий;PDF-книга;А. Ю. Сиднев;Сиднев А. Ю.;0;11.06.2014 9:27;152;1;;195290227;;#книги о компьютерах# прочая образовательная литература
18305956;Поединок с манипулятором. Защита от чужого влияния;Электронный текст;Анна Азарнова;Азарнова Анна;12;25.04.2016 14:02;225;8;;507162446;;#о психологии популярно# социальная психология
11079810;Пожалуйста, только живи!;Электронный текст;Ольга Карпович;Карпович Ольга Юрьевна;18;01.10.2015 9:16;109;2;;370748234;;#современные любовные романы
163768;Позвони мне, позвони!;Электронный текст;Дина Рубина;Рубина Дина Ильинична;16;06.04.2020 11:37;44823;1;;2104975366;;#современная русская литература
51819559;Поздний расцвет. Как взрослым добиться успеха в мире, одержимом ранним развитием;Электронный текст;Рич Карлгаард;Карлгаард Рич;16;11.12.2020 10:06;44828;4;;2376774058;;#зарубежная психология# о психологии популярно# практическая психология# саморазвитие / личностный рост
9023132;Познакомьтесь с Ниро Вульфом;Электронный текст;Рекс Стаут;Стаут Рекс Тодхантер;12;03.02.2017 9:09;109;1;;692927736;;#зарубежные детективы# классические детективы
6686721;Познер о «Познере»;Электронный текст;Владимир Познер;Познер Владимир Владимирович;12;15.04.2014 11:43;176.9;1;;179555482;;#публицистика
19389608;Позови меня…;Электронный текст;Ульяна Павловна Соболева;Соболева Ульяна Павловна;18;15.11.2016 10:41;119;1;;637234127;;#любовно-фантастические романы# социальная фантастика# эротические романы
119663;Позывной «Пантера»;Электронный текст;Михаил Нестеров;Нестеров Михаил Петрович;0;21.04.2017 16:59;129;1;;755663654;;#боевики
2522595;Поиск;Электронный текст;Надежда Кузьмина;Кузьмина Надежда Михайловна;16;21.06.2014 10:59;59.9;11;;198291404;;#любовное фэнтези# фэнтези про драконов
6354969;Пойм@й его в сети! Правила успешных интернет-знакомств;Электронный текст;Анетта Орлова;Орлова Анетта Кареновна;16;16.10.2017 13:33;119;1;;889980846;;#практическая психология# прикладная литература# семейная психология
6053768;Поймать Тень;Электронный текст;Светлана Жданова;Жданова Светлана;12;24.05.2014 17:56;59.9;3;;189970604;;#героическое фэнтези# любовное фэнтези# юмористическое фэнтези
7399590;Поймать большую рыбу. Медитация, осознанность, творчество;Электронный текст;Дэвид Линч;Линч Дэвид;16;02.12.2017 9:56;299;1;;925610776;;#биографии и мемуары# зарубежная литература о культуре и искусстве# кинематограф / театр# практическая эзотерика
8073162;Поймать пересмешника;Электронный текст;Никита Аверин;Аверин Никита;16;13.11.2017 12:29;104.3;1;;910494062;;#научная фантастика# социальная фантастика
638205;Пойти туда...;Электронный текст;Дия Гарина;Гарина Дия;12;24.01.2015 12:21;59.9;1;;280452391;;#книги о приключениях# мистика
11319437;Пока едет «Скорая». Рассказы, которые могут спасти вашу жизнь;Электронный текст;Андрей Звонков;Звонков Андрей;12;30.08.2016 10:07;199;4;;590335896;;#здоровье# истории из жизни
28062491;Пока любовь не оживит меня;Электронный текст;Лина Мур;Мур Лина;18;11.04.2018 13:55;100;7;;1050454442;;#современные любовные романы# эротические романы
27433288;Пока огонь не поглотит меня;Электронный текст;Лина Мур;Мур Лина;18;09.04.2018 11:14;100;9;;1047886014;;#современные любовные романы# эротические романы
21632604;Пока ты не спишь;Электронный текст;Мишель Бюсси;Бюсси Мишель;16;31.10.2016 11:11;150;6;;627641910;;#зарубежные детективы# современные детективы
26896940;Пока цветет лотос;Аудиокнига;Наталья Андреева;Андреева Наталья Вячеславовна;16;02.11.2017 12:33;149;4;;902641481;;#современные детективы
22188787;Пока я на краю. Повесть;Электронный текст;Андрей Жвалевский;Жвалевский Андрей Валентинович;16;29.06.2018 14:21;159;1;;1116453075;;#современная русская литература
8915930;Покажи мне как. Для девочек;PDF-книга;Е. О. Хомич;Хомич Елена Олеговна;12;20.09.2018 18:43;0;0;;1195716618;;#книги для детей# книги для подростков# прикладная литература# справочная литература
4955200;Покаяние пророков;Аудиокнига;Сергей Алексеев;Алексеев Сергей Трофимович;0;22.08.2014 17:13;160;1;;219197809;;#исторические детективы
18016669;Покой нам только снится (сборник);Электронный текст;Александр Блок;Блок Александр Александрович;12;21.12.2018 16:54;0;1;;1382289530;;#литература 20 века# русская классика# стихи и поэзия
17128792;Покойник с площади Бедфорд;Электронный текст;Энн Перри;Перри Энн;16;05.03.2016 10:22;129;2;;469185145;;#зарубежные детективы# классические детективы# полицейские детективы
9998702;Покорность;Электронный текст;Мишель Уэльбек;Уэльбек Мишель;18;07.06.2016 12:01;249;2;;536998642;;#социальная фантастика
422242;Пол и гендер;Электронный текст;Е. П. Ильин;Ильин Евгений Павлович;0;11.04.2017 13:20;91;1;;746800741;;#классики психологии
144442;Полдень, XXII век;Электронный текст;Аркадий и Борис Стругацкие;Стругацкие Аркадий и Борис;12;22.04.2016 14:52;59.9;6;;504261940;;#космическая фантастика# научная фантастика# социальная фантастика
6981721;Полезная еда;Электронный текст;Колин Кэмпбелл;Кэмпбелл Колин;12;23.07.2014 9:23;269;0;;207465057;;#зарубежная прикладная литература# здоровое и правильное питание# здоровье
119037;Полет аистов;Электронный текст;Жан-Кристоф Гранже;Гранже Жан-Кристоф;18;08.05.2014 9:31;99;8;;185974095;;#зарубежные детективы# триллеры
24267166;Полет сквозь камни;Электронный текст;Наталья Щерба;Щерба Наталья Васильевна;12;11.10.2017 13:44;120;3;;886735454;;#детская фантастика# книги про волшебников
24267166;Полет сквозь камни;Электронный текст;Наталья Щерба;Щерба Наталья Васильевна;12;20.09.2018 18:43;0;0;;1195716926;;#детская фантастика# книги про волшебников
23129851;Полигон для интеллекта;Электронный текст;Сергей Самаров;Самаров Сергей Васильевич;16;17.11.2018 10:49;99.9;2;;1294411414;;#боевики
6893578;Полина Сергеевна;Электронный текст;Наталья Нестерова;Нестерова Наталья;16;27.05.2014 11:19;69.9;6;;190602227;;#легкая проза# современные любовные романы
29938417;Политика государства;Электронный текст;Алексей Владимирович Шелегин;Шелегин Алексей Владимирович;16;29.03.2019 20:12;0;1;;1601683287;;#боевики# политические детективы
11952115;Политическая география. Учебник для академического бакалавриата;PDF-книга;Владимир Евгеньевич Путырский;Путырский Владимир Евгеньевич;0;14.11.2016 11:34;569;1;;636636775;;#география# учебники и пособия для вузов
5811686;Политология. Шпаргалки;Электронный текст;;;0;22.05.2014 9:27;19.99;0;;189388444;;#политология
24336889;Полицейский ринг;Электронный текст;Алексей Макеев;Макеев Алексей Викторович;16;18.09.2019 12:58;99.9;2;;1822510448;;#криминальные боевики# полицейские детективы
6251278;Полиция;Электронный текст;Ю Несбё;Несбё Ю;16;01.07.2014 14:42;119.9;25;16.10.2021 0:09;201291795;;#зарубежные детективы# полицейские детективы
119590;Полковнику никто не пишет;Электронный текст;Габриэль Гарсиа Маркес;Маркес Габриэль Гарсиа;12;18.04.2014 11:36;59.9;3;;180162585;;#историческая литература# литература 20 века
27352688;Полная Ж: жизнь как бизнес-проект;Электронный текст;Радислав Гандапас;Гандапас Радислав Иванович;16;27.12.2017 10:42;299;17;;947608734;;#личная эффективность# саморазвитие / личностный рост
3943955;Полное погружение. Как плавать лучше, быстрее и легче;Электронный текст;Терри Лафлин;Лафлин Терри;16;10.01.2017 9:32;245;1;;676347890;;#руководства# спорт / фитнес
8723825;Полное собрание впечатлений;Электронный текст;Александр Каневский;Каневский Александр Семёнович;16;26.12.2014 9:59;349;1;;264985942;;#биографии и мемуары# публицистика
6995267;Полное собрание рассказов;Электронный текст;Владимир Набоков;Набоков Владимир Владимирович;16;01.09.2015 9:30;139;5;;354691705;;#зарубежная классика# литература 20 века# русская классика
545425;Полное собрание сочинений. Том 1;PDF-книга;Александр Пушкин;Пушкин Александр Сергеевич;12;04.06.2020 16:28;0;0;;2189572823;;#русская классика
531285;Полное собрание сочинений. Том 1;PDF-книга;Ги де Мопассан;де Мопассан Ги;12;13.11.2017 1:56;0;1;;910290049;;#русская классика
531345;Полное собрание сочинений. Том 10;PDF-книга;Ги де Мопассан;де Мопассан Ги;12;13.11.2017 1:56;0;1;;910290073;;#русская классика
531355;Полное собрание сочинений. Том 11;PDF-книга;Ги де Мопассан;де Мопассан Ги;12;13.11.2017 1:56;0;1;;910290081;;#русская классика
531365;Полное собрание сочинений. Том 12;PDF-книга;Ги де Мопассан;де Мопассан Ги;12;13.11.2017 1:56;0;1;;910290145;;#русская классика
554035;Полное собрание сочинений. Том 14;PDF-книга;Александр Пушкин;Пушкин Александр Сергеевич;12;04.06.2020 16:27;0;0;;2189572614;;#русская классика
516725;Полное собрание сочинений. Том 18. Анна Каренина;PDF-книга;Лев Толстой;Толстой Лев Николаевич;12;19.10.2017 23:53;0;1;;892578935;;#русская классика
6562271;Полное собрание сочинений. Том 18. Анна Каренина;Электронный текст;Лев Толстой;Толстой Лев Николаевич;12;19.10.2017 23:59;0;2;;892581463;;#русская классика
6562277;Полное собрание сочинений. Том 19. Анна Каренина. Части 5-8;Электронный текст;Лев Толстой;Толстой Лев Николаевич;12;07.02.2018 21:30;0;1;;992105691;;#русская классика
531295;Полное собрание сочинений. Том 3;PDF-книга;Ги де Мопассан;де Мопассан Ги;12;13.11.2017 1:56;0;1;;910290137;;#русская классика
531305;Полное собрание сочинений. Том 4;PDF-книга;Ги де Мопассан;де Мопассан Ги;12;13.11.2017 11:09;0;1;;910449449;;#русская классика
531315;Полное собрание сочинений. Том 5;PDF-книга;Ги де Мопассан;де Мопассан Ги;12;13.11.2017 11:09;0;1;;910449385;;#русская классика
531325;Полное собрание сочинений. Том 8;PDF-книга;Ги де Мопассан;де Мопассан Ги;12;13.11.2017 1:56;0;1;;910290121;;#русская классика
531335;Полное собрание сочинений. Том 9;PDF-книга;Ги де Мопассан;де Мопассан Ги;12;13.11.2017 1:56;0;1;;910290113;;#русская классика
517515;Полное собрание сочинений. Том 9. Война и мир. Т.1;PDF-книга;Лев Толстой;Толстой Лев Николаевич;12;09.12.2017 20:10;0;1;;931460931;;#русская классика
176047;Полное собрание стихотворений;Электронный текст;Константин Бальмонт;Бальмонт Константин Дмитриевич;12;11.01.2019 0:13;0;1;;1425524410;;#стихи и поэзия
175852;Полное собрание стихотворений;Электронный текст;Александр Пушкин;Пушкин Александр Сергеевич;12;04.06.2020 16:30;0;0;;2189574815;;#литература 19 века# русская классика# список школьной литературы 10-11 класс# список школьной литературы 5-6 класс# список школьной литературы 7-8 класс# список школьной литературы 9 класс# стихи и поэзия
176038;Полное собрание стихотворений;Электронный текст;Игорь Северянин;Северянин Игорь Васильевич;12;04.02.2019 22:10;0;1;;1491155194;;#список школьной литературы 10-11 класс# стихи и поэзия
176043;Полное собрание стихотворений;Электронный текст;Валерий Брюсов;Брюсов Валерий Яковлевич;12;04.01.2019 22:12;0;1;;1409775396;;#список школьной литературы 10-11 класс# стихи и поэзия
175911;Полное собрание стихотворений;Электронный текст;Михаил Лермонтов;Лермонтов Михаил Юрьевич;12;18.02.2014 19:15;0;1;;168543949;;#список школьной литературы 10-11 класс# список школьной литературы 5-6 класс# список школьной литературы 7-8 класс# список школьной литературы 9 класс# стихи и поэзия
175853;Полное собрание стихотворений;Электронный текст;Марина Цветаева;Цветаева Марина Ивановна;16;19.02.2014 14:07;0;2;;168668686;;#список школьной литературы 10-11 класс# стихи и поэзия
31261015;Полночное солнце;Электронный текст;Триш Кук;Кук Триш;16;24.04.2018 11:40;199;2;;1061522342;;#современные любовные романы
432612;Полночные воспоминания;Электронный текст;Сидни Шелдон;Шелдон Сидни;16;27.09.2016 13:57;89.9;1;;607186272;;#зарубежные детективы# зарубежные любовные романы# остросюжетные любовные романы# триллеры
174649;Полночь в музее;Электронный текст;Илона Волынская;Волынская Илона;0;15.05.2014 9:11;49.9;1;;187704518;;#детские детективы
18515969;Полночь по парижскому времени. Амазонка;Электронный текст;Алиса Клевер;Клевер Алиса;18;05.09.2016 10:00;99.9;3;;593793648;;#современные любовные романы# эротические романы
18772662;Полночь по парижскому времени. Закрытая книга;Электронный текст;Алиса Клевер;Клевер Алиса;18;23.09.2016 10:35;99.9;1;;604735637;;#современные любовные романы# эротические романы
6530755;Полный контроль! Тайм-менеджмент нового поколения за 30 дней;Электронный текст;Ицхак Пинтосевич;Пинтосевич Ицхак ;16;03.12.2014 15:13;59.9;5;;255184001;;#личная эффективность# саморазвитие / личностный рост# тайм-менеджмент
5687424;Полный курс английского языка. Учебник-самоучитель;PDF-книга;М. Г. Рубцова;Рубцова Муза Геннадьевна;0;13.02.2017 10:10;99.9;3;;699690798;;#английский язык# иностранные языки
21566613;Полный курс кройки и шитья. Моделирование женской одежды для начинающих;PDF-книга;Тереза Жилевска;Жилевска Тереза;12;07.11.2016 14:09;329;1;;632076380;;#зарубежная прикладная литература# мода и стиль# рукоделие и ремесла# сделай сам
8961528;Полный курс элементарной математики в задачах и упражнениях. Книга 1: Числа;PDF-книга;М. М. Медынский;Медынский Михаил Михайлович;0;20.10.2016 13:16;249;1;;621411448;;#математика# учебная литература
7584966;Полный медицинский справочник диагностики;Электронный текст;Коллектив авторов;Коллектив авторов;16;29.07.2014 10:13;129.9;1;;209756271;;#другие справочники# здоровье# медицина
6379678;Половина земного пути (сборник);Электронный текст;Анна и Сергей Литвиновы;Литвиновы Анна и Сергей;16;20.10.2015 12:47;69.9;2;;379970080;;#современные детективы
8206367;Половодье чувств, или Рыбка моя;Электронный текст;Галина Куликова;Куликова Галина Михайловна;16;09.10.2020 10:26;149;1;;2315909927;;#современные любовные романы
6595194;Полотенце с петухом. Рассказ;Аудиокнига;Михаил Булгаков;Булгаков Михаил Афанасьевич;12;08.12.2017 22:07;0;3;;930809070;;#литература 20 века# русская классика
171970;Полтава;Электронный текст;Александр Пушкин;Пушкин Александр Сергеевич;12;04.06.2020 16:35;0;0;;2189578487;;#литература 19 века# пьесы и драматургия# русская классика# стихи и поэзия
171970;Полтава;Электронный текст;Александр Пушкин;Пушкин Александр Сергеевич;12;16.06.2017 10:18;0;1;;808276647;;#литература 19 века# пьесы и драматургия# русская классика# стихи и поэзия
18922312;Полудемон. Месть принцессы;Электронный текст;Галина Гончарова;Гончарова Галина Дмитриевна;16;16.08.2016 12:03;119;13;;583311752;;#героическое фэнтези# любовное фэнтези
19151074;Полудемон. Счастье короля;Электронный текст;Галина Гончарова;Гончарова Галина Дмитриевна;16;16.08.2016 12:03;149;11;;583311731;;#героическое фэнтези# любовное фэнтези
2771375;Полуденный бес;Электронный текст;Павел Басинский;Басинский Павел Валерьевич;0;29.04.2014 13:01;129.2;0;;183562556;;#современная русская литература
20615501;Полукровка;Электронный текст;Элла Рэйн;Рэйн Элла;16;04.01.2017 11:50;149;3;;672055770;;#книги про волшебников# любовное фэнтези# магические академии
8106716;Полуночный замок;Электронный текст;Наталья Жильцова;Жильцова Наталья Сергеевна;16;09.06.2015 9:34;89.9;25;10.11.2020 0:32;326766866;;#книги про волшебников# любовное фэнтези# попаданцы
3952395;Полуночный танец дракона;Электронный текст;Рэй Брэдбери;Брэдбери Рэй Дуглас;12;22.02.2014 11:23;59.9;1;;169100819;;#зарубежная фантастика# социальная фантастика
21210517;Польский за 30 дней;PDF-книга;;;12;12.05.2017 16:21;129;1;;773736069;;#польский язык# самоучители
14105871;Поместье Даунтон: Хозяйка;Электронный текст;Маргарет Йорк;Йорк Маргарет;16;05.03.2016 10:16;119;1;;469182621;;#исторические любовные романы
120507;Поминки по ноябрю;Электронный текст;Алексей Макеев;Макеев Алексей Викторович;0;14.05.2018 13:48;99.9;2;;1077662474;;#полицейские детективы
6538958;Помнить всё. Практическое руководство по развитию памяти;Электронный текст;Артур Думчев;Думчев Артур А.;16;12.03.2014 10:03;269;2;;171813187;;#личная эффективность# саморазвитие / личностный рост
9990753;Помогите малышу заговорить. Развитие речи детей 1–3 лет;PDF-книга;Елена Янушко;Янушко Елена Альбиновна;0;30.11.2016 9:09;176;14;;647368144;;#воспитание детей
25285744;Помолвка с чужой судьбой;Электронный текст;Екатерина Островская;Островская Екатерина Николаевна;16;04.12.2018 13:40;164;6;;1348381493;;#современные детективы
128859;Помпеи;Электронный текст;Роберт Харрис;Харрис Роберт;0;08.11.2017 11:03;149;1;;906716923;;#зарубежные детективы# исторические детективы
3028025;Понаехавшая;Электронный текст;Наринэ Абгарян;Абгарян Наринэ Юриковна;18;05.03.2016 10:10;139;25;03.01.2020 0:21;469178204;;#современная русская литература
3028025;Понаехавшая;Электронный текст;Наринэ Абгарян;Абгарян Наринэ Юриковна;18;09.07.2020 10:16;159;13;;2224039117;;#современная русская литература
3956285;Понедельник начинается в субботу;Аудиокнига;Аркадий и Борис Стругацкие;Стругацкие Аркадий и Борис;12;07.08.2014 16:51;120;25;10.08.2021 0:09;213669852;;#научная фантастика# юмористическая фантастика
121724;Понедельник начинается в субботу;Электронный текст;Аркадий и Борис Стругацкие;Стругацкие Аркадий и Борис;12;15.12.2015 10:28;59.9;25;14.07.2021 0:32;410885786;;#научная фантастика# юмористическая фантастика
121724;Понедельник начинается в субботу;Электронный текст;Аркадий и Борис Стругацкие;Стругацкие Аркадий и Борис;12;11.08.2021 9:03;59.9;2;;2599780351;;#научная фантастика# юмористическая фантастика
6626416;ПониМашка. Развлекательно-развивающий журнал. №10 (март) 2014;PDF-книга;Открытые системы;Открытые системы;0;15.04.2014 14:47;51;1;;179587451;;#детские журналы# книги для детей
